doc_id,company,doctype,title,publish_date,url,final_url,source_domain,section,topic,persona_tags,language,word_count,token_count,ingestion_ts,hash_sha256
crm::press::2025-08-21::manufacturers-gain-new-ai-workforce-salesforce-s-agentforce-for-manufacturing-op::9ce1b982,Salesforce,press,"Manufacturers Gain New AI Workforce: Salesforce’s Agentforce for Manufacturing Optimizes Production, Boosts Sales, and Cuts Downtime",2025-08-21,https://www.salesforce.com/news/stories/agentforce-for-manufacturing-announcement/?bc=DB,https://www.salesforce.com/news/stories/agentforce-for-manufacturing-announcement/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Security|Compliance|Industry Solutions|AI,"cio,vp_sales_ops",en,1699,2116,2025-09-08T00:13:40.664563+00:00,2499f5d99205d8b378a74649404bd7b93013f7268cfd1a98cf971c4245545125
crm::press::2025-08-26::in-the-agentic-era-human-imagination-must-shape-the-jobs-of-tomorrow::ffd5c276,Salesforce,press,"In the Agentic Era, Human Imagination Must Shape the Jobs of Tomorrow",2025-08-26,https://www.salesforce.com/news/stories/imagination-shapes-future-work-agentic-ai/?bc=DB,https://www.salesforce.com/news/stories/imagination-shapes-future-work-agentic-ai/?bc=DB,www.salesforce.com,body,Agentforce|Earnings|Partnership|Executive|Platform|AI,"cio,vp_sales_ops",en,3121,3866,2025-09-08T00:13:40.860225+00:00,424fa2cc29b521b7ad135b4112d581eb56f8a5ba5f7f8dbddc845f7af0518951
crm::press::2025-08-26::salesforce-life-sciences-cloud-now-selected-by-more-than-70-industry-leading-cus::ca509334,Salesforce,press,Salesforce Life Sciences Cloud Now Selected by More than 70 Industry-Leading Customers to Scale Engagement and Improve Patient Outcomes,2025-08-26,https://www.salesforce.com/news/stories/industry-leaders-choose-life-sciences-cloud/?bc=DB,https://www.salesforce.com/news/stories/industry-leaders-choose-life-sciences-cloud/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Partnership|Executive|Security|Compliance|GenAI|Industry Solutions|Platform|AI,"cio,vp_customer_experience",en,1942,2460,2025-09-08T00:13:40.917714+00:00,13c5009ec191ae2fe40a10452141b200c83cf9f8805cfd98de976277167666d3
crm::press::2025-08-27::salesforce-ai-research-advances-the-agentic-enterprise-by-simulating-enterprise-::c5c7863d,Salesforce,press,"Salesforce AI Research Advances the Agentic Enterprise by Simulating Enterprise Environments, Measuring Agent Readiness, and Consolidating Duplicative Data",2025-08-27,https://www.salesforce.com/news/stories/ai-research-advances-enterprise-agentic-readiness/?bc=DB,https://www.salesforce.com/news/stories/ai-research-advances-enterprise-agentic-readiness/?bc=DB,www.salesforce.com,body,Data Cloud|Earnings|Partnership|GenAI|Platform|AI,"cio,vp_sales_ops",en,1450,1770,2025-09-08T00:13:41.031127+00:00,a43fd40064869f2ceb070cf941a3d7d0071be16322f400c59e6fe5e6f4ebb11c
crm::press::2025-08-28::speaking-ai-why-fluency-is-the-next-essential-skill-for-workers::84dcf885,Salesforce,press,Speaking AI: Why Fluency is the Next Essential Skill for Workers,2025-08-28,https://www.salesforce.com/news/stories/ai-fluency-for-agent-human-collaboration/?bc=DB,https://www.salesforce.com/news/stories/ai-fluency-for-agent-human-collaboration/?bc=DB,www.salesforce.com,body,Agentforce|Earnings|Partnership|Security|GenAI|Industry Solutions|Platform|AI,cio,en,1048,1315,2025-09-08T00:13:41.280934+00:00,b7402835dadabb5a24f2fdf04b8b16a054c6008147e851eec6409afb942fd7af
crm::press::2025-09-02::salesforce-quarterly-highlights-fy26-q2-product-releases-and-corporate-announcem::ea02411d,Salesforce,press,Salesforce Quarterly Highlights: FY26 Q2 Product Releases and Corporate Announcements,2025-09-02,https://www.salesforce.com/news/stories/fy26-q2-highlights/?bc=DB,https://www.salesforce.com/news/stories/fy26-q2-highlights/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Security|Compliance|GenAI|Platform|AI,"cio,vp_sales_ops",en,1872,2367,2025-09-08T00:13:41.333723+00:00,7765261789aa11067ce03890b725e0a9b3aeca4388885f5656946ad39836969a
crm::press::2025-09-03::news-details::2014af2d,Salesforce,press,"Salesforce.com, Inc. - Salesforce Reports Record Second Quarter Fiscal 2026 Results",2025-07-31,https://investor.salesforce.com/news/news-details/2025/Salesforce-Reports-Record-Second-Quarter-Fiscal-2026-Results,https://investor.salesforce.com/news/news-details/2025/Salesforce-Reports-Record-Second-Quarter-Fiscal-2026-Results,investor.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Compliance|GenAI|Platform|AI,"cio,vp_sales_ops",en,6739,9856,2025-09-08T00:13:42.252028+00:00,ae252048ad01269f6e94c39d19e3735964eb0972673db25575867019631070bf
crm::press::2025-09-03::salesforce-reports-record-second-quarter-fiscal-2026-results::43678369,Salesforce,press,Salesforce Reports Record Second Quarter Fiscal 2026 Results,2025-09-03,https://www.salesforce.com/news/press-releases/2025/09/03/fy26-q2-earnings/?bc=DB,https://www.salesforce.com/news/press-releases/2025/09/03/fy26-q2-earnings/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Platform|AI,"cio,vp_sales_ops",en,1026,1406,2025-09-08T00:13:41.807277+00:00,2bb0b4a899ea37fbb8ab66aa444cc428635de719a7e1aaaded17b2b4ef3dec90
crm::press::2025-09-03::salesforce-reports-record-second-quarter-fiscal-2026-results::d558c08c,Salesforce,press,Salesforce Reports Record Second Quarter Fiscal 2026 Results,2025-09-03,https://www.salesforce.com/news/press-releases/2025/09/03/fy26-q2-earnings/?bc=OTH,https://www.salesforce.com/news/press-releases/2025/09/03/fy26-q2-earnings/?bc=OTH,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Executive|Security|Platform|AI,"cio,vp_sales_ops",en,1026,1406,2025-09-08T00:13:42.207235+00:00,2bb0b4a899ea37fbb8ab66aa444cc428635de719a7e1aaaded17b2b4ef3dec90
crm::press::2025-09-05::why-agentic-ai-requires-a-smarter-cloud-infrastructure::9780ec57,Salesforce,press,Why Agentic AI Requires a Smarter Cloud Infrastructure,2025-09-05,https://www.salesforce.com/news/stories/scaling-cloud-infrastructure-for-agentic-enterprise/?bc=DB,https://www.salesforce.com/news/stories/scaling-cloud-infrastructure-for-agentic-enterprise/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Security|Industry Solutions|Platform|AI,"cio,vp_sales_ops",en,1119,1440,2025-09-08T00:13:42.513604+00:00,c107e0f5dafcedfbc8b87a49dc1a11a20c8d49909650b389f92953399e422d08
crm::product::unknown::agentforce-the-ai-agent-platform::c8dd3707,Salesforce,product,Agentforce: The AI Agent Platform,2025-09-07,https://www.salesforce.com/agentforce/?bc=DB,https://www.salesforce.com/agentforce/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Earnings|Partnership|Security|Compliance|GenAI|Industry Solutions|Platform|AI,"cio,vp_customer_experience,vp_sales_ops",en,1881,2421,2025-09-08T00:13:42.947473+00:00,dc5641bcc56d6bedc12000342191fb5471ca8741676bb8636eabed4e2390abeb
crm::product::unknown::salesforce-data-cloud::ceadcc95,Salesforce,product,Salesforce Data Cloud,2025-09-07,https://www.salesforce.com/data/?bc=DB,https://www.salesforce.com/data/?bc=DB,www.salesforce.com,body,Agentforce|Data Cloud|Partnership|Security|Platform|AI,"cio,vp_sales_ops",en,1001,1222,2025-09-08T00:13:42.947983+00:00,a4e574190e3cdba77555168ff12cc6eee47e2812e6a659734cfc096a8da08b49
crm::product::unknown::what-is-salesforce::9818feb8,Salesforce,product,What is Salesforce?,2025-09-07,https://www.salesforce.com/products/what-is-salesforce/?bc=DB,https://www.salesforce.com/products/what-is-salesforce/?bc=DB,www.salesforce.com,body,Agentforce|Earnings|Partnership|GenAI|Platform|AI,"cio,vp_customer_experience,vp_sales_ops",en,981,1238,2025-09-08T00:13:43.502868+00:00,ffe0a34a657181eb1a77e4088de99133981e4838a5dae24b501473449f0eacbf
crm::wiki::unknown::salesforce-wikipedia::6b727edd,Salesforce,wiki,Salesforce - Wikipedia,2025-09-06,https://en.wikipedia.org/wiki/Salesforce,https://en.wikipedia.org/wiki/Salesforce,en.wikipedia.org,body,Agentforce|Earnings|Partnership|Executive|Security|Compliance|GenAI|Industry Solutions|Platform|AI,"cio,vp_customer_experience,vp_sales_ops",en,7605,13384,2025-09-08T00:13:43.696103+00:00,5a684f76cebb548fe38752ca4e11af81136a48b341baf57a6f56b1da07f38ab7
